RX Date/Time,Packet Cnt(field 1),Status(field 2),IsCameraOn(field 3),IsMotorOn(field 4),IsBuzzerOn(field 5),Accelerometer X(field 6),Accelerometer Y(field 7),Accelerometer Z(field 8),Gyro X(field 9),Gyro Y(field 10),Gyro Z(field 11),Temperature(field 12),Pressure(field 13),Altitude(field 14),Latitude(field 15),Longitude(field 16),Altitude(field 17)
2024/08/08/ 14:16:59::559,181,0,0,0,0,-4.06,-9.01,-1.25,57.13,309.62,273.45,36.99,0.99,67.89,0.00,0.00,0.00
2024/08/08/ 14:17:00::541,182,0,0,0,0,-4.29,-9.06,-1.35,57.94,306.92,273.94,36.99,0.99,67.89,0.00,0.00,0.00
2024/08/08/ 14:17:01::552,183,0,0,0,0,-3.98,-9.03,-1.38,59.15,305.26,275.22,36.95,0.99,67.62,0.00,0.00,0.00
2024/08/08/ 14:17:02::532,184,0,0,0,0,-4.07,-8.91,-1.74,57.57,301.69,275.24,36.94,0.99,68.22,0.00,0.00,0.00
2024/08/08/ 14:17:03::553,185,0,0,0,0,-3.97,-9.19,-2.14,53.33,298.71,275.52,36.93,0.99,67.71,0.00,0.00,0.00
2024/08/08/ 14:17:04::546,186,0,0,0,0,-4.12,-8.95,-1.67,56.45,292.28,275.43,36.92,0.99,67.11,0.00,0.00,0.00
2024/08/08/ 14:17:05::545,187,0,0,0,0,-4.35,-8.61,-1.55,58.27,289.82,276.67,36.91,0.99,67.70,0.00,0.00,0.00
2024/08/08/ 14:17:06::556,188,0,0,0,0,-4.01,-8.90,-1.79,60.58,283.41,281.23,36.91,0.99,67.70,0.00,0.00,0.00
2024/08/08/ 14:17:07::558,189,0,0,0,0,-3.69,-9.01,-1.66,59.29,278.08,282.97,36.86,0.99,67.27,0.00,0.00,0.00
2024/08/08/ 14:17:08::561,190,0,0,0,0,-3.67,-9.12,-1.77,59.85,275.09,284.34,36.83,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:17:09::571,191,0,0,0,0,-3.64,-9.12,-1.69,59.79,270.44,285.38,36.83,0.99,67.43,0.00,0.00,0.00
2024/08/08/ 14:17:10::588,192,0,0,0,0,-3.64,-9.16,-1.58,59.78,265.54,285.38,36.80,0.99,67.76,0.00,0.00,0.00
2024/08/08/ 14:17:11::612,193,0,0,0,0,-3.73,-9.03,-1.27,61.99,261.81,286.56,36.78,0.99,67.50,0.00,0.00,0.00
2024/08/08/ 14:17:12::621,194,0,0,0,0,-3.67,-9.18,-1.44,63.83,258.84,287.84,36.73,0.99,67.33,0.00,0.00,0.00
2024/08/08/ 14:17:13::629,195,0,0,0,0,-3.48,-9.31,-1.21,62.26,255.07,290.00,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:14::651,196,0,0,0,0,-3.39,-9.12,-1.77,62.35,253.98,290.14,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:15::648,197,0,0,0,0,-3.72,-9.00,-1.85,63.94,246.73,290.38,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:16::655,198,0,0,0,0,-3.63,-9.04,-1.65,65.44,242.11,292.10,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:17::659,199,0,0,0,0,-3.36,-9.22,-1.25,67.82,236.98,294.51,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:18::667,200,0,0,0,0,-3.10,-9.36,-1.39,66.51,233.00,297.49,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:19::683,201,0,0,0,0,-2.79,-9.44,-1.20,66.14,228.33,300.01,36.73,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:20::674,202,0,0,0,0,-2.66,-9.53,-1.02,67.20,224.52,301.37,36.64,0.99,66.46,0.00,0.00,0.00
2024/08/08/ 14:17:21::684,203,0,0,0,0,-2.61,-9.59,-1.20,70.71,222.54,303.18,36.64,0.99,67.82,0.00,0.00,0.00
2024/08/08/ 14:17:22::677,204,0,0,0,0,-2.50,-9.49,-1.20,72.40,219.33,304.66,36.65,0.99,66.80,0.00,0.00,0.00
2024/08/08/ 14:17:23::689,205,0,0,0,0,-3.41,-9.36,-0.87,75.91,211.04,301.94,36.63,0.99,67.31,0.00,0.00,0.00
2024/08/08/ 14:17:24::692,206,0,0,0,0,-3.13,-9.38,-0.88,76.78,207.05,303.55,36.64,0.99,66.37,0.00,0.00,0.00
2024/08/08/ 14:17:25::714,207,0,0,0,0,-2.94,-9.48,-0.90,76.35,203.77,305.97,36.62,0.99,66.79,0.00,0.00,0.00
2024/08/08/ 14:17:26::702,208,0,0,0,0,-2.68,-9.55,-0.94,73.63,199.30,307.31,36.62,0.99,67.48,0.00,0.00,0.00
2024/08/08/ 14:17:27::704,209,0,0,0,0,-2.67,-9.63,-0.58,70.34,192.17,308.06,36.61,0.99,66.28,0.00,0.00,0.00
2024/08/08/ 14:17:28::712,210,0,0,0,0,-2.67,-9.50,-0.49,71.80,188.77,309.08,36.60,0.99,67.05,0.00,0.00,0.00
2024/08/08/ 14:17:29::694,211,0,0,0,0,-2.77,-9.49,-0.82,81.77,188.39,310.42,36.60,0.99,67.39,0.00,0.00,0.00
2024/08/08/ 14:17:30::710,212,0,0,0,0,-2.52,-9.62,-0.75,83.86,185.48,313.01,36.61,0.99,67.22,0.00,0.00,0.00
2024/08/08/ 14:17:31::711,213,0,0,0,0,-2.36,-9.61,-0.69,85.52,182.37,315.53,36.63,0.99,67.31,0.00,0.00,0.00
2024/08/08/ 14:17:32::715,214,0,0,0,0,-2.07,-9.66,-0.75,89.49,175.88,319.05,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:17:33::711,215,0,0,0,0,-1.95,-9.74,-0.73,90.40,172.40,320.59,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:17:34::707,216,0,0,0,0,-1.88,-9.77,-0.67,91.62,169.23,321.53,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:17:35::719,217,0,0,0,0,-1.76,-9.76,-1.06,91.52,167.64,323.60,36.63,0.99,67.31,0.00,0.00,0.00
2024/08/08/ 14:17:36::726,218,0,0,0,0,-1.90,-9.73,-1.07,86.83,162.96,321.92,36.60,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:17:37::715,219,0,0,0,0,-1.96,-9.65,-1.02,81.98,157.28,322.50,36.61,0.99,66.96,0.00,0.00,0.00
2024/08/08/ 14:17:38::727,220,0,0,0,0,-1.62,-9.79,-0.78,83.86,153.07,324.59,36.64,0.99,67.14,0.00,0.00,0.00
2024/08/08/ 14:17:39::728,221,0,0,0,0,-1.72,-9.65,-0.76,83.50,149.51,325.93,36.65,0.99,67.48,0.00,0.00,0.00
2024/08/08/ 14:17:40::732,222,0,0,0,0,-1.43,-9.84,-0.16,83.23,139.53,328.44,36.67,0.99,66.46,0.00,0.00,0.00
2024/08/08/ 14:17:41::718,223,0,0,0,0,-1.50,-9.61,-0.30,83.07,136.56,330.76,36.67,0.99,67.48,0.00,0.00,0.00
2024/08/08/ 14:17:42::707,224,0,0,0,0,-1.31,-9.87,-0.41,82.93,131.00,329.05,36.69,0.99,67.15,0.00,0.00,0.00
2024/08/08/ 14:17:43::699,225,0,0,0,0,-1.33,-9.87,-0.14,83.40,127.62,331.92,36.70,0.99,67.32,0.00,0.00,0.00
2024/08/08/ 14:17:44::688,226,0,0,0,0,-1.23,-9.86,-0.17,93.19,125.73,334.53,36.68,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:17:45::679,227,0,0,0,0,-1.06,-9.95,-0.16,98.04,122.84,335.00,36.66,0.99,67.65,0.00,0.00,0.00
2024/08/08/ 14:17:46::686,228,0,0,0,0,-1.60,-9.80,-0.42,99.61,120.07,334.26,36.63,0.99,67.99,0.00,0.00,0.00
2024/08/08/ 14:17:47::684,229,0,0,0,0,-2.03,-9.74,-0.57,102.24,116.35,333.94,36.62,0.99,66.71,0.00,0.00,0.00
2024/08/08/ 14:17:48::673,230,0,0,0,0,-1.28,-9.92,-0.21,118.99,113.87,340.58,36.60,0.99,67.81,0.00,0.00,0.00
2024/08/08/ 14:17:49::664,231,0,0,0,0,-1.26,-9.89,0.15,139.53,105.92,343.02,36.63,0.99,66.54,0.00,0.00,0.00
2024/08/08/ 14:17:50::675,232,0,0,0,0,-1.15,-9.82,-0.14,133.04,102.43,345.46,36.64,0.99,66.71,0.00,0.00,0.00
2024/08/08/ 14:17:51::662,233,0,0,0,0,-0.93,-9.90,-0.44,130.37,99.91,346.20,36.65,0.99,66.12,0.00,0.00,0.00
2024/08/08/ 14:17:52::668,234,0,0,0,0,-0.93,-9.96,-0.52,131.53,97.36,348.05,36.60,0.99,67.73,0.00,0.00,0.00
2024/08/08/ 14:17:53::664,235,0,0,0,0,-0.96,-9.90,-1.09,133.36,95.70,347.58,36.59,0.99,67.64,0.00,0.00,0.00
2024/08/08/ 14:17:54::667,236,0,0,0,0,-1.40,-9.76,-0.61,136.19,91.09,345.43,36.60,0.99,66.79,0.00,0.00,0.00
2024/08/08/ 14:17:55::666,237,0,0,0,0,-1.35,-9.80,-0.65,140.21,89.03,348.72,36.58,0.99,67.55,0.00,0.00,0.00
2024/08/08/ 14:17:56::657,238,0,0,0,0,-1.54,-9.57,-1.12,143.21,85.88,349.26,36.57,0.99,67.64,0.00,0.00,0.00
2024/08/08/ 14:17:57::660,239,0,0,0,0,-1.37,-9.71,-0.58,141.20,79.98,348.91,36.57,0.99,67.64,0.00,0.00,0.00
2024/08/08/ 14:17:58::657,240,0,0,0,0,-0.97,-9.78,-0.98,135.50,72.14,352.41,36.58,0.99,66.79,0.00,0.00,0.00
2024/08/08/ 14:17:59::664,241,0,0,0,0,-1.56,-9.80,-0.24,134.78,68.18,352.05,36.58,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:18:00::666,242,0,0,0,0,-1.84,-9.93,-1.19,131.06,64.60,350.10,36.58,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:18:01::662,243,0,0,0,0,-1.61,-9.68,-0.97,133.13,63.57,352.76,36.58,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:18:02::660,244,0,0,0,0,-1.59,-9.78,-0.80,133.16,59.26,352.42,36.58,0.99,67.13,0.00,0.00,0.00
2024/08/08/ 14:18:03::661,245,0,0,0,0,-1.47,-9.92,-0.56,138.80,56.75,355.94,36.56,0.99,67.12,0.00,0.00,0.00
2024/08/08/ 14:18:04::646,246,0,0,0,0,-1.41,-10.14,-1.77,133.72,52.94,357.91,36.55,0.99,67.12,0.00,0.00,0.00
2024/08/08/ 14:18:05::659,247,0,0,0,0,-0.62,-9.72,-1.33,129.91,50.05,1.14,36.55,0.99,67.12,0.00,0.00,0.00
2024/08/08/ 14:18:06::644,248,0,0,0,0,0.19,-9.92,-1.32,129.18,47.19,6.40,36.55,0.99,66.44,0.00,0.00,0.00
2024/08/08/ 14:18:07::639,249,0,0,0,0,0.74,-9.60,-2.05,117.04,45.05,8.37,36.56,0.99,67.81,0.00,0.00,0.00
2024/08/08/ 14:18:08::642,250,0,0,0,0,0.58,-9.57,-2.06,117.38,40.72,10.38,36.57,0.99,66.62,0.00,0.00,0.00
2024/08/08/ 14:18:09::648,251,0,0,0,0,1.06,-9.34,-2.11,116.58,38.11,14.40,36.57,0.99,66.62,0.00,0.00,0.00
2024/08/08/ 14:18:10::640,252,0,0,0,0,0.82,-9.65,-1.56,113.87,33.31,13.23,36.54,0.99,67.55,0.00,0.00,0.00
2024/08/08/ 14:18:11::649,253,0,0,0,0,1.30,-9.80,-0.89,103.68,27.14,12.54,36.53,0.99,67.12,0.00,0.00,0.00
2024/08/08/ 14:18:12::639,254,0,0,0,0,0.80,-9.72,-0.94,104.98,22.50,10.82,36.52,0.99,66.61,0.00,0.00,0.00
2024/08/08/ 14:18:13::658,255,0,0,0,0,0.46,-9.69,-1.66,126.93,19.67,13.49,36.51,0.99,66.86,0.00,0.00,0.00
2024/08/08/ 14:18:14::640,256,0,0,0,0,0.20,-9.75,-1.14,128.52,13.61,13.26,36.50,0.99,67.37,0.00,0.00,0.00
2024/08/08/ 14:18:15::667,257,0,0,0,0,-0.80,-9.98,0.14,128.18,5.95,6.04,36.51,0.99,66.78,0.00,0.00,0.00
2024/08/08/ 14:18:16::657,258,0,0,0,0,-0.62,-9.89,-0.45,126.42,1.79,9.22,36.52,0.99,67.29,0.00,0.00,0.00
2024/08/08/ 14:18:17::644,259,0,0,0,0,-0.90,-10.05,-0.59,125.16,356.92,8.43,36.54,0.99,66.95,0.00,0.00,0.00
2024/08/08/ 14:18:18::664,260,0,0,0,0,-0.98,-9.69,-0.06,128.66,353.03,9.67,36.57,0.99,66.36,0.00,0.00,0.00
2024/08/08/ 14:18:19::673,261,0,0,0,0,-0.74,-10.01,-0.62,128.71,350.40,11.30,36.58,0.99,67.21,0.00,0.00,0.00
2024/08/08/ 14:18:20::657,262,0,0,0,0,-0.79,-10.16,-0.69,128.74,347.93,12.30,36.60,0.99,66.45,0.00,0.00,0.00
2024/08/08/ 14:18:21::679,263,0,0,0,0,-0.66,-9.87,-0.70,129.79,344.66,13.33,36.59,0.99,66.96,0.00,0.00,0.00
2024/08/08/ 14:18:22::670,264,0,0,0,0,-1.03,-10.02,0.49,129.65,338.80,13.30,36.61,0.99,66.96,0.00,0.00,0.00
2024/08/08/ 14:18:23::670,265,0,0,0,0,-1.10,-9.82,-0.21,130.47,334.32,13.52,36.61,0.99,66.96,0.00,0.00,0.00
2024/08/08/ 14:18:24::662,266,0,0,0,0,-1.07,-9.88,0.48,135.65,323.27,15.31,36.64,0.99,67.31,0.00,0.00,0.00
2024/08/08/ 14:18:25::667,267,0,0,0,0,-0.87,-9.92,1.03,134.71,316.44,17.25,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:18:26::676,268,0,0,0,0,-0.69,-9.71,1.77,134.88,308.73,19.87,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:18:27::662,269,0,0,0,0,-0.49,-9.76,2.25,136.56,301.92,21.63,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:18:28::683,270,0,0,0,0,-0.44,-9.60,2.63,137.44,296.76,22.75,36.63,0.99,66.97,0.00,0.00,0.00
2024/08/08/ 14:18:29::676,271,0,0,0,0,-0.33,-9.46,2.90,138.70,291.40,23.38,36.68,0.99,66.98,0.00,0.00,0.00
2024/08/08/ 14:18:30::679,272,0,0,0,0,0.89,-9.82,1.60,143.30,295.30,36.22,36.69,0.99,67.49,0.00,0.00,0.00
2024/08/08/ 14:18:31::668,273,0,0,0,0,1.61,-10.03,0.68,148.79,297.67,37.38,36.71,0.99,68.17,0.00,0.00,0.00
2024/08/08/ 14:18:32::675,274,0,0,0,0,2.34,-9.39,-0.28,151.71,299.16,37.54,36.71,0.99,68.17,0.00,0.00,0.00
2024/08/08/ 14:18:33::670,275,0,0,0,0,-0.18,-9.67,-2.13,149.62,302.84,26.06,36.71,0.99,68.17,0.00,0.00,0.00
2024/08/08/ 14:18:34::674,276,0,0,0,0,-1.33,-9.18,-2.70,148.39,302.96,21.84,36.71,0.99,68.17,0.00,0.00,0.00
2024/08/08/ 14:18:35::687,277,0,0,0,0,-2.68,-9.32,-2.64,165.10,299.13,16.45,36.71,0.99,68.17,0.00,0.00,0.00
2024/08/08/ 14:18:36::667,278,0,0,0,0,-3.60,-9.15,-2.26,186.83,304.21,22.59,36.71,0.99,68.17,0.00,0.00,0.00
2024/08/08/ 14:18:37::682,279,0,0,0,0,-4.06,-8.63,-2.82,187.79,302.02,20.23,36.74,1.00,-18.32,0.00,0.00,0.00
